from,to_type,to_name,gene_name
2047,UniProtKB reviewed (Swiss-Prot),P54762,EPHB1|||ELK|||EPHT2|||HEK6|||NET
197,UniProtKB reviewed (Swiss-Prot),P02765,AHSG|||FETUA
2886,UniProtKB reviewed (Swiss-Prot),Q14451,GRB7
6199,UniProtKB reviewed (Swiss-Prot),Q9UBS0,RPS6KB2|||STK14B
4717,UniProtKB reviewed (Swiss-Prot),O43677,NDUFC1
1373,UniProtKB reviewed (Swiss-Prot),P31327,CPS1
9681,UniProtKB reviewed (Swiss-Prot),O75140,DEPDC5|||KIAA0645
51128,UniProtKB reviewed (Swiss-Prot),Q9Y6B6,SAR1B|||SARA2|||SARB
1890,UniProtKB reviewed (Swiss-Prot),P19971,TYMP|||ECGF1
5433,UniProtKB reviewed (Swiss-Prot),O15514,POLR2D
6732,UniProtKB reviewed (Swiss-Prot),Q96SB4,SRPK1
9984,UniProtKB reviewed (Swiss-Prot),Q96FV9,THOC1|||HPR1
79412,UniProtKB reviewed (Swiss-Prot),Q8NCW0,KREMEN2|||KRM2
6390,UniProtKB reviewed (Swiss-Prot),P21912,SDHB|||SDH|||SDH1
8289,UniProtKB reviewed (Swiss-Prot),O14497,ARID1A|||BAF250|||BAF250A|||C1orf4|||OSA1|||SMARCF1
8767,UniProtKB reviewed (Swiss-Prot),O43353,RIPK2|||CARDIAK|||RICK|||RIP2
350,UniProtKB reviewed (Swiss-Prot),P02749,APOH|||B2G1
84912,UniProtKB reviewed (Swiss-Prot),Q969S0,SLC35B4|||YEA4
55290,UniProtKB reviewed (Swiss-Prot),Q9HAW0,BRF2|||BRFU
248,UniProtKB reviewed (Swiss-Prot),P09923,ALPI
9454,UniProtKB reviewed (Swiss-Prot),Q9NSC5,HOMER3
23457,UniProtKB reviewed (Swiss-Prot),Q9NP78,ABCB9|||KIAA1520
8683,UniProtKB reviewed (Swiss-Prot),Q13242,SRSF9|||SFRS9|||SRP30C
9156,UniProtKB reviewed (Swiss-Prot),Q9UQ84,EXO1|||EXOI|||HEX1
302,UniProtKB reviewed (Swiss-Prot),P07355,ANXA2|||ANX2|||ANX2L4|||CAL1H|||LPC2D
10782,UniProtKB reviewed (Swiss-Prot),Q96GC6,ZNF274|||ZKSCAN19
3714,UniProtKB reviewed (Swiss-Prot),Q9Y219,JAG2
55778,UniProtKB reviewed (Swiss-Prot),A8K0R7,ZNF839|||C14orf131
340665,UniProtKB reviewed (Swiss-Prot),Q6V0L0,CYP26C1
4650,UniProtKB reviewed (Swiss-Prot),Q13459,MYO9B|||MYR5
5049,UniProtKB reviewed (Swiss-Prot),P68402,PAFAH1B2|||PAFAHB
1812,UniProtKB reviewed (Swiss-Prot),P21728,DRD1
27175,UniProtKB reviewed (Swiss-Prot),Q9NRH3,TUBG2
65125,UniProtKB reviewed (Swiss-Prot),Q9H4A3,WNK1|||HSN2|||KDP|||KIAA0344|||PRKWNK1
79642,UniProtKB reviewed (Swiss-Prot),Q5FYB0,ARSJ
3363,UniProtKB reviewed (Swiss-Prot),P34969,HTR7
8907,UniProtKB reviewed (Swiss-Prot),Q9BXS5,AP1M1|||CLTNM
10987,UniProtKB reviewed (Swiss-Prot),Q92905,COPS5|||CSN5|||JAB1
6713,UniProtKB reviewed (Swiss-Prot),Q14534,SQLE|||ERG1
4908,UniProtKB reviewed (Swiss-Prot),P20783,NTF3
6834,UniProtKB reviewed (Swiss-Prot),Q15526,SURF1|||SURF-1
23406,UniProtKB reviewed (Swiss-Prot),Q14019,COTL1|||CLP
4145,UniProtKB reviewed (Swiss-Prot),P42679,MATK|||CTK|||HYL
7064,UniProtKB reviewed (Swiss-Prot),P52888,THOP1
8879,UniProtKB reviewed (Swiss-Prot),O95470,SGPL1|||KIAA1252
25939,UniProtKB reviewed (Swiss-Prot),Q9Y3Z3,SAMHD1|||MOP5
4691,UniProtKB reviewed (Swiss-Prot),P19338,NCL
9211,UniProtKB reviewed (Swiss-Prot),O95970,LGI1|||EPT
23013,UniProtKB reviewed (Swiss-Prot),Q96T58,SPEN|||KIAA0929|||MINT|||SHARP
84433,UniProtKB reviewed (Swiss-Prot),Q9BXL7,CARD11|||CARMA1
2305,UniProtKB reviewed (Swiss-Prot),Q08050,FOXM1|||FKHL16|||HFH11|||MPP2|||WIN
4359,UniProtKB reviewed (Swiss-Prot),P25189,MPZ
6160,UniProtKB reviewed (Swiss-Prot),P62899,RPL31
10313,UniProtKB reviewed (Swiss-Prot),O95197,RTN3|||ASYIP|||NSPL2
3340,UniProtKB reviewed (Swiss-Prot),P52848,NDST1|||HSST|||HSST1
349075,UniProtKB reviewed (Swiss-Prot),Q8N859,ZNF713
26086,UniProtKB reviewed (Swiss-Prot),Q86YR5,GPSM1|||AGS3
4085,UniProtKB reviewed (Swiss-Prot),Q13257,MAD2L1|||MAD2
115703,UniProtKB reviewed (Swiss-Prot),O14559,ARHGAP33|||SNX26|||TCGAP
2932,UniProtKB reviewed (Swiss-Prot),P49841,GSK3B
6502,UniProtKB reviewed (Swiss-Prot),Q13309,SKP2|||FBXL1
1852,UniProtKB reviewed (Swiss-Prot),Q99956,DUSP9|||MKP4
6014,UniProtKB reviewed (Swiss-Prot),Q99578,RIT2|||RIN|||ROC2
58513,UniProtKB reviewed (Swiss-Prot),Q9UBC2,EPS15L1|||EPS15R
54386,UniProtKB reviewed (Swiss-Prot),Q9NYB0,TERF2IP|||DRIP5|||RAP1
1008,UniProtKB reviewed (Swiss-Prot),Q9Y6N8,CDH10
4077,UniProtKB reviewed (Swiss-Prot),Q14596,NBR1|||1A13B|||KIAA0049|||M17S2
102,UniProtKB reviewed (Swiss-Prot),O14672,ADAM10|||KUZ|||MADM
84292,UniProtKB reviewed (Swiss-Prot),Q9BRX9,WDR83|||MORG1
353189,UniProtKB reviewed (Swiss-Prot),Q6ZQN7,SLCO4C1|||OATP4C1|||OATPX|||SLC21A20
5931,UniProtKB reviewed (Swiss-Prot),Q16576,RBBP7|||RBAP46
11345,UniProtKB reviewed (Swiss-Prot),P60520,GABARAPL2|||FLC3A|||GEF2
84775,UniProtKB reviewed (Swiss-Prot),Q96SK3,ZNF607
23729,UniProtKB reviewed (Swiss-Prot),Q9UHJ6,SHPK|||CARKL
253832,UniProtKB reviewed (Swiss-Prot),Q5W0Z9,ZDHHC20
23243,UniProtKB reviewed (Swiss-Prot),O15084,ANKRD28|||KIAA0379
1938,UniProtKB reviewed (Swiss-Prot),P13639,EEF2|||EF2
3784,UniProtKB reviewed (Swiss-Prot),P51787,KCNQ1|||KCNA8|||KCNA9|||KVLQT1
9342,UniProtKB reviewed (Swiss-Prot),O95721,SNAP29
1025,UniProtKB reviewed (Swiss-Prot),P50750,CDK9|||CDC2L4|||TAK
55657,UniProtKB reviewed (Swiss-Prot),Q9BU19,ZNF692|||AREBP|||ZFP692
1676,UniProtKB reviewed (Swiss-Prot),O00273,DFFA|||DFF1|||DFF45
84545,UniProtKB reviewed (Swiss-Prot),Q8N983,MRPL43
28957,UniProtKB reviewed (Swiss-Prot),Q9Y2Q9,MRPS28|||MRPS35
9070,UniProtKB reviewed (Swiss-Prot),Q9UBL3,ASH2L|||ASH2L1
641,UniProtKB reviewed (Swiss-Prot),P54132,BLM|||RECQ2|||RECQL3
4803,UniProtKB reviewed (Swiss-Prot),P01138,NGF|||NGFB
80306,UniProtKB reviewed (Swiss-Prot),Q9H204,MED28|||EG1
55740,UniProtKB reviewed (Swiss-Prot),Q8N8S7,ENAH|||MENA
29078,UniProtKB reviewed (Swiss-Prot),Q9P032,NDUFAF4|||C6orf66|||HRPAP20
140612,UniProtKB reviewed (Swiss-Prot),Q8NHY6,ZFP28|||KIAA1431
5979,UniProtKB reviewed (Swiss-Prot),P07949,RET|||CDHF12|||CDHR16|||PTC|||RET51
6643,UniProtKB reviewed (Swiss-Prot),O60749,SNX2
7678,UniProtKB reviewed (Swiss-Prot),Q15973,ZNF124
11198,UniProtKB reviewed (Swiss-Prot),Q9Y5B9,SUPT16H|||FACT140|||FACTP140
85456,UniProtKB reviewed (Swiss-Prot),Q9C0C2,TNKS1BP1|||KIAA1741|||TAB182
27335,UniProtKB reviewed (Swiss-Prot),Q9UBQ5,EIF3K|||EIF3S12
23087,UniProtKB reviewed (Swiss-Prot),Q9UPQ4,TRIM35|||HLS5|||KIAA1098
81792,UniProtKB reviewed (Swiss-Prot),P58397,ADAMTS12
93611,UniProtKB reviewed (Swiss-Prot),Q9H4M3,FBXO44|||FBG3|||FBX30|||FBX44|||FBX6A|||FBXO6A
56479,UniProtKB reviewed (Swiss-Prot),Q9NR82,KCNQ5
9512,UniProtKB reviewed (Swiss-Prot),O75439,PMPCB|||MPPB
390162,UniProtKB reviewed (Swiss-Prot),Q8NGP3,OR5M9
79901,UniProtKB reviewed (Swiss-Prot),Q53TN4,CYBRD1|||DCYTB|||FRRS3
54658,UniProtKB reviewed (Swiss-Prot),P22309,UGT1A1|||GNT1|||UGT1
23627,UniProtKB reviewed (Swiss-Prot),Q9UKY0,PRND|||DPL
10058,UniProtKB reviewed (Swiss-Prot),Q9NP58,ABCB6|||MTABC3|||PRP|||UMAT
1964,UniProtKB reviewed (Swiss-Prot),P47813,EIF1AX|||EIF1A|||EIF4C
9793,UniProtKB reviewed (Swiss-Prot),Q14008,CKAP5|||KIAA0097
5575,UniProtKB reviewed (Swiss-Prot),P31321,PRKAR1B
6448,UniProtKB reviewed (Swiss-Prot),P51688,SGSH|||HSS
285220,UniProtKB reviewed (Swiss-Prot),Q9UF33,EPHA6|||EHK2|||HEK12
715,UniProtKB reviewed (Swiss-Prot),P00736,C1R
25818,UniProtKB reviewed (Swiss-Prot),Q9Y337,KLK5|||SCTE
8326,UniProtKB reviewed (Swiss-Prot),O00144,FZD9|||FZD3
271,UniProtKB reviewed (Swiss-Prot),Q01433,AMPD2
5091,UniProtKB reviewed (Swiss-Prot),P11498,PC
929,UniProtKB reviewed (Swiss-Prot),P08571,CD14
27121,UniProtKB reviewed (Swiss-Prot),Q9UBT3,DKK4
64849,UniProtKB reviewed (Swiss-Prot),Q8WWT9,SLC13A3|||NADC3|||SDCT2
6541,UniProtKB reviewed (Swiss-Prot),P30825,SLC7A1|||ATRC1|||ERR|||REC1L
134637,UniProtKB reviewed (Swiss-Prot),Q7Z6V5,ADAT2|||DEADC1
166785,UniProtKB reviewed (Swiss-Prot),Q8IVH4,MMAA
79739,UniProtKB reviewed (Swiss-Prot),Q6ZT98,TTLL7
126003,UniProtKB reviewed (Swiss-Prot),Q8IUR0,TRAPPC5
6873,UniProtKB reviewed (Swiss-Prot),Q6P1X5,TAF2|||CIF150|||TAF2B
5340,UniProtKB reviewed (Swiss-Prot),P00747,PLG
339487,UniProtKB reviewed (Swiss-Prot),Q8IWT0,ZBTB8OS|||ARCH
55669,UniProtKB reviewed (Swiss-Prot),Q8IWA4,MFN1
153527,UniProtKB reviewed (Swiss-Prot),Q96NC0,ZMAT2
9349,UniProtKB reviewed (Swiss-Prot),P62829,RPL23
23326,UniProtKB reviewed (Swiss-Prot),Q9UPT9,USP22|||KIAA1063|||USP3L
55670,UniProtKB reviewed (Swiss-Prot),Q7Z412,PEX26
2746,UniProtKB reviewed (Swiss-Prot),P00367,GLUD1|||GLUD
29785,UniProtKB reviewed (Swiss-Prot),Q96SQ9,CYP2S1
127069,UniProtKB reviewed (Swiss-Prot),Q8NGZ9,OR2T10
2555,UniProtKB reviewed (Swiss-Prot),P47869,GABRA2
83734,UniProtKB reviewed (Swiss-Prot),Q9H0Y0,ATG10|||APG10L
1606,UniProtKB reviewed (Swiss-Prot),P23743,DGKA|||DAGK|||DAGK1
22818,UniProtKB reviewed (Swiss-Prot),P61923,COPZ1|||COPZ
30819,UniProtKB reviewed (Swiss-Prot),Q9NS61,KCNIP2|||KCHIP2
2072,UniProtKB reviewed (Swiss-Prot),Q92889,ERCC4|||ERCC11|||XPF
3890,UniProtKB reviewed (Swiss-Prot),Q9NSB2,KRT84|||KRTHB4
7374,UniProtKB reviewed (Swiss-Prot),P13051,UNG|||DGU|||UNG1|||UNG15
60625,UniProtKB reviewed (Swiss-Prot),Q9H5Z1,DHX35|||C20orf15|||DDX35
3558,UniProtKB reviewed (Swiss-Prot),P60568,IL2
5714,UniProtKB reviewed (Swiss-Prot),P48556,PSMD8
80380,UniProtKB reviewed (Swiss-Prot),Q9BQ51,PDCD1LG2|||B7DC|||CD273|||PDCD1L2|||PDL2
51332,UniProtKB reviewed (Swiss-Prot),Q9NRC6,SPTBN5|||BSPECV|||HUBSPECV|||HUSPECV
128239,UniProtKB reviewed (Swiss-Prot),Q86VI3,IQGAP3
3426,UniProtKB reviewed (Swiss-Prot),P05156,CFI|||IF
53616,UniProtKB reviewed (Swiss-Prot),Q9P0K1,ADAM22|||MDC2
6755,UniProtKB reviewed (Swiss-Prot),P35346,SSTR5
26339,UniProtKB reviewed (Swiss-Prot),Q8NHB7,OR5K1
1108,UniProtKB reviewed (Swiss-Prot),Q14839,CHD4
29106,UniProtKB reviewed (Swiss-Prot),Q8WXD2,SCG3
1060,UniProtKB reviewed (Swiss-Prot),Q03188,CENPC|||CENPC1|||ICEN7
10610,UniProtKB reviewed (Swiss-Prot),Q9UJ37,ST6GALNAC2|||SIAT7B|||SIATL1|||STHM
84986,UniProtKB reviewed (Swiss-Prot),Q14CB8,ARHGAP19
5452,UniProtKB reviewed (Swiss-Prot),P09086,POU2F2|||OCT2|||OTF2
6234,UniProtKB reviewed (Swiss-Prot),P62857,RPS28
29088,UniProtKB reviewed (Swiss-Prot),Q9P015,MRPL15
64787,UniProtKB reviewed (Swiss-Prot),Q9H6S3,EPS8L2|||EPS8R2
9969,UniProtKB reviewed (Swiss-Prot),Q9UHV7,MED13|||ARC250|||KIAA0593|||THRAP1|||TRAP240
28511,UniProtKB reviewed (Swiss-Prot),Q9NYR9,NKIRAS2|||KBRAS2
6908,UniProtKB reviewed (Swiss-Prot),P20226,TBP|||GTF2D1|||TF2D|||TFIID
2197,UniProtKB reviewed (Swiss-Prot),P62861,FAU
159,UniProtKB reviewed (Swiss-Prot),P30520,ADSS2|||ADSS
64857,UniProtKB reviewed (Swiss-Prot),Q9H7P9,PLEKHG2
6550,UniProtKB reviewed (Swiss-Prot),P48764,SLC9A3|||NHE3
5784,UniProtKB reviewed (Swiss-Prot),Q15678,PTPN14|||PEZ|||PTPD2
6257,UniProtKB reviewed (Swiss-Prot),P28702,RXRB|||NR2B2
80824,UniProtKB reviewed (Swiss-Prot),Q9BY84,DUSP16|||KIAA1700|||MKP7
80115,UniProtKB reviewed (Swiss-Prot),Q6UXY1,BAIAP2L2
10747,UniProtKB reviewed (Swiss-Prot),O00187,MASP2
10097,UniProtKB reviewed (Swiss-Prot),P61160,ACTR2|||ARP2
8825,UniProtKB reviewed (Swiss-Prot),O14910,LIN7A|||MALS1|||VELI1
4784,UniProtKB reviewed (Swiss-Prot),Q14938,NFIX
3628,UniProtKB reviewed (Swiss-Prot),P49441,INPP1
51690,UniProtKB reviewed (Swiss-Prot),Q9UK45,LSM7
836,UniProtKB reviewed (Swiss-Prot),P42574,CASP3|||CPP32
84168,UniProtKB reviewed (Swiss-Prot),Q9H6X2,ANTXR1|||ATR|||TEM8
5222,UniProtKB reviewed (Swiss-Prot),P0DJD9,PGA5
64127,UniProtKB reviewed (Swiss-Prot),Q9HC29,NOD2|||CARD15
55006,UniProtKB reviewed (Swiss-Prot),Q9BVS5,TRMT61B
1260,UniProtKB reviewed (Swiss-Prot),Q16280,CNGA2|||CNCA|||CNCA1|||CNCG2
54904,UniProtKB reviewed (Swiss-Prot),Q9BZ95,NSD3|||WHSC1L1
54460,UniProtKB reviewed (Swiss-Prot),P82921,MRPS21|||RPMS21
10243,UniProtKB reviewed (Swiss-Prot),Q9NQX3,GPHN|||GPH|||KIAA1385
51170,UniProtKB reviewed (Swiss-Prot),Q8NBQ5,HSD17B11|||DHRS8|||PAN1B|||SDR16C2
3643,UniProtKB reviewed (Swiss-Prot),P06213,INSR
1303,UniProtKB reviewed (Swiss-Prot),Q99715,COL12A1|||COL12A1L
23173,UniProtKB reviewed (Swiss-Prot),P53582,METAP1|||KIAA0094
56979,UniProtKB reviewed (Swiss-Prot),Q9NQV7,PRDM9|||PFM6
2,UniProtKB reviewed (Swiss-Prot),P01023,A2M|||CPAMD5
5896,UniProtKB reviewed (Swiss-Prot),P15918,RAG1|||RNF74
817,UniProtKB reviewed (Swiss-Prot),Q13557,CAMK2D|||CAMKD
5068,UniProtKB reviewed (Swiss-Prot),Q06141,REG3A|||HIP|||PAP|||PAP1
51246,UniProtKB reviewed (Swiss-Prot),Q8N114,SHISA5|||SCOTIN
11070,UniProtKB reviewed (Swiss-Prot),Q12893,TMEM115|||PL6
7020,UniProtKB reviewed (Swiss-Prot),P05549,TFAP2A|||AP2TF|||TFAP2
4072,UniProtKB reviewed (Swiss-Prot),P16422,EPCAM|||GA733-2|||M1S2|||M4S1|||MIC18|||TACSTD1|||TROP1
8649,UniProtKB reviewed (Swiss-Prot),Q9UHA4,LAMTOR3|||MAP2K1IP1|||MAPKSP1
57541,UniProtKB reviewed (Swiss-Prot),Q8TD17,ZNF398|||KIAA1339|||ZER6
7257,UniProtKB reviewed (Swiss-Prot),Q99598,TSNAX|||TRAX
92483,UniProtKB reviewed (Swiss-Prot),Q9BYZ2,LDHAL6B|||LDHAL6|||LDHL
2832,UniProtKB reviewed (Swiss-Prot),P48146,NPBWR2|||GPR8
150572,UniProtKB reviewed (Swiss-Prot),Q8NB12,SMYD1
9039,UniProtKB reviewed (Swiss-Prot),Q8TBC4,UBA3|||UBE1C
121364,UniProtKB reviewed (Swiss-Prot),Q8NGE5,OR10A7
2149,UniProtKB reviewed (Swiss-Prot),P25116,F2R|||CF2R|||PAR1|||TR
146956,UniProtKB reviewed (Swiss-Prot),Q96AY2,EME1|||MMS4
150274,UniProtKB reviewed (Swiss-Prot),Q8IWL3,HSCB|||DNAJC20|||HSC20
7378,UniProtKB reviewed (Swiss-Prot),Q16831,UPP1|||UP
6560,UniProtKB reviewed (Swiss-Prot),Q9UP95,SLC12A4|||KCC1
9128,UniProtKB reviewed (Swiss-Prot),O43172,PRPF4|||PRP4
51151,UniProtKB reviewed (Swiss-Prot),Q9UMX9,SLC45A2|||AIM1|||MATP
10965,UniProtKB reviewed (Swiss-Prot),P49753,ACOT2|||PTE2|||PTE2A
389692,UniProtKB reviewed (Swiss-Prot),Q8NHW3,MAFA
7369,UniProtKB reviewed (Swiss-Prot),P07911,UMOD
136051,UniProtKB reviewed (Swiss-Prot),Q8N393,ZNF786
79777,UniProtKB reviewed (Swiss-Prot),Q8NC06,ACBD4
57657,UniProtKB reviewed (Swiss-Prot),Q9P1Z3,HCN3|||KIAA1535
1859,UniProtKB reviewed (Swiss-Prot),Q13627,DYRK1A|||DYRK|||MNB|||MNBH
5437,UniProtKB reviewed (Swiss-Prot),P52434,POLR2H
3929,UniProtKB reviewed (Swiss-Prot),P18428,LBP
8091,UniProtKB reviewed (Swiss-Prot),P52926,HMGA2|||HMGIC
64320,UniProtKB reviewed (Swiss-Prot),Q96BH1,RNF25
51582,UniProtKB reviewed (Swiss-Prot),O14977,AZIN1|||OAZI|||OAZIN
7490,UniProtKB reviewed (Swiss-Prot),P19544,WT1
2309,UniProtKB reviewed (Swiss-Prot),O43524,FOXO3|||FKHRL1|||FOXO3A
6915,UniProtKB reviewed (Swiss-Prot),P21731,TBXA2R
11128,UniProtKB reviewed (Swiss-Prot),O14802,POLR3A
3242,UniProtKB reviewed (Swiss-Prot),P32754,HPD|||PPD
10438,UniProtKB reviewed (Swiss-Prot),Q13901,C1D
10419,UniProtKB reviewed (Swiss-Prot),O14744,PRMT5|||HRMT1L5|||IBP72|||JBP1|||SKB1
4705,UniProtKB reviewed (Swiss-Prot),O95299,NDUFA10
8985,UniProtKB reviewed (Swiss-Prot),O60568,PLOD3
2676,UniProtKB reviewed (Swiss-Prot),O60609,GFRA3
8541,UniProtKB reviewed (Swiss-Prot),O75145,PPFIA3|||KIAA0654
93010,UniProtKB reviewed (Swiss-Prot),Q8NFL0,B3GNT7
1134,UniProtKB reviewed (Swiss-Prot),P02708,CHRNA1|||ACHRA|||CHNRA
645,UniProtKB reviewed (Swiss-Prot),P30043,BLVRB|||FLR
3718,UniProtKB reviewed (Swiss-Prot),P52333,JAK3
4695,UniProtKB reviewed (Swiss-Prot),O43678,NDUFA2
5261,UniProtKB reviewed (Swiss-Prot),P15735,PHKG2
286410,UniProtKB reviewed (Swiss-Prot),Q8NB49,ATP11C|||ATPIG|||ATPIQ
58517,UniProtKB reviewed (Swiss-Prot),P49756,RBM25|||RNPC7
4593,UniProtKB reviewed (Swiss-Prot),O15146,MUSK
55294,UniProtKB reviewed (Swiss-Prot),Q969H0,FBXW7|||FBW7|||FBX30|||SEL10
6522,UniProtKB reviewed (Swiss-Prot),P04920,SLC4A2|||AE2|||EPB3L1|||HKB3|||MPB3L
27316,UniProtKB reviewed (Swiss-Prot),P38159,RBMX|||HNRPG|||RBMXP1
80032,UniProtKB reviewed (Swiss-Prot),Q9HAH1,ZNF556
9902,UniProtKB reviewed (Swiss-Prot),Q9UBG0,MRC2|||CLEC13E|||ENDO180|||KIAA0709|||UPARAP
8867,UniProtKB reviewed (Swiss-Prot),O43426,SYNJ1|||KIAA0910
54620,UniProtKB reviewed (Swiss-Prot),Q6PCT2,FBXL19|||FBL19
5053,UniProtKB reviewed (Swiss-Prot),P00439,PAH
63931,UniProtKB reviewed (Swiss-Prot),O60783,MRPS14
55505,UniProtKB reviewed (Swiss-Prot),Q9NPE3,NOP10|||NOLA3
2906,UniProtKB reviewed (Swiss-Prot),O15399,GRIN2D|||GluN2D|||NMDAR2D
4485,UniProtKB reviewed (Swiss-Prot),P26927,MST1|||D3F15S2|||DNF15S2|||HGFL
5558,UniProtKB reviewed (Swiss-Prot),P49643,PRIM2|||PRIM2A
6717,UniProtKB reviewed (Swiss-Prot),P30626,SRI
9685,UniProtKB reviewed (Swiss-Prot),Q14677,CLINT1|||ENTH|||EPN4|||EPNR|||KIAA0171
5168,UniProtKB reviewed (Swiss-Prot),Q13822,ENPP2|||ATX|||PDNP2
9330,UniProtKB reviewed (Swiss-Prot),Q9Y5Q9,GTF3C3
22978,UniProtKB reviewed (Swiss-Prot),P49902,NT5C2|||NT5B|||NT5CP|||PNT5
3172,UniProtKB reviewed (Swiss-Prot),P41235,HNF4A|||HNF4|||NR2A1|||TCF14
977,UniProtKB reviewed (Swiss-Prot),P48509,CD151|||TSPAN24
57211,UniProtKB reviewed (Swiss-Prot),Q86SQ4,ADGRG6|||DREG|||GPR126|||VIGR
1029,UniProtKB reviewed (Swiss-Prot),P42771,CDKN2A|||CDKN2|||MTS1
3606,UniProtKB reviewed (Swiss-Prot),Q14116,IL18|||IGIF|||IL1F4
891,UniProtKB reviewed (Swiss-Prot),P14635,CCNB1|||CCNB
4682,UniProtKB reviewed (Swiss-Prot),P53384,NUBP1|||NBP|||NBP1
79544,UniProtKB reviewed (Swiss-Prot),Q8NGD4,OR4K1
7922,UniProtKB reviewed (Swiss-Prot),Q92504,SLC39A7|||HKE4|||RING5
9321,UniProtKB reviewed (Swiss-Prot),Q15643,TRIP11|||CEV14
23135,UniProtKB reviewed (Swiss-Prot),O15054,KDM6B|||JMJD3|||KIAA0346
1591,UniProtKB reviewed (Swiss-Prot),Q07973,CYP24A1|||CYP24
84916,UniProtKB reviewed (Swiss-Prot),Q969X6,UTP4|||CIRH1A|||cPERP-E|||KIAA1988
87,UniProtKB reviewed (Swiss-Prot),P12814,ACTN1
54815,UniProtKB reviewed (Swiss-Prot),Q86YP4,GATAD2A
5705,UniProtKB reviewed (Swiss-Prot),P62195,PSMC5|||SUG1
23224,UniProtKB reviewed (Swiss-Prot),Q8WXH0,SYNE2|||KIAA1011|||NUA
5826,UniProtKB reviewed (Swiss-Prot),O14678,ABCD4|||PXMP1L
6950,UniProtKB reviewed (Swiss-Prot),P17987,TCP1|||CCT1|||CCTA
51429,UniProtKB reviewed (Swiss-Prot),Q9Y5X1,SNX9|||SH3PX1|||SH3PXD3A
217,UniProtKB reviewed (Swiss-Prot),P05091,ALDH2|||ALDM
8662,UniProtKB reviewed (Swiss-Prot),P55884,EIF3B|||EIF3S9
51097,UniProtKB reviewed (Swiss-Prot),Q8NBX0,SCCPDH
3597,UniProtKB reviewed (Swiss-Prot),P78552,IL13RA1|||IL13R|||IL13RA
51388,UniProtKB reviewed (Swiss-Prot),Q9Y221,NIP7
2035,UniProtKB reviewed (Swiss-Prot),P11171,EPB41|||E41P
4149,UniProtKB reviewed (Swiss-Prot),P61244,MAX|||BHLHD4
1003,UniProtKB reviewed (Swiss-Prot),P33151,CDH5
51317,UniProtKB reviewed (Swiss-Prot),Q96BD5,PHF21A|||BHC80|||KIAA1696
8482,UniProtKB reviewed (Swiss-Prot),O75326,SEMA7A|||CD108|||SEMAL
8732,UniProtKB reviewed (Swiss-Prot),O60942,RNGTT|||CAP1A
8614,UniProtKB reviewed (Swiss-Prot),O76061,STC2
6647,UniProtKB reviewed (Swiss-Prot),P00441,SOD1
2271,UniProtKB reviewed (Swiss-Prot),P07954,FH
4998,UniProtKB reviewed (Swiss-Prot),Q13415,ORC1|||ORC1L|||PARC1
10081,UniProtKB reviewed (Swiss-Prot),Q8N8D1,PDCD7
7187,UniProtKB reviewed (Swiss-Prot),Q13114,TRAF3|||CAP-1|||CRAF1|||TRAFAMN
64122,UniProtKB reviewed (Swiss-Prot),Q9H479,FN3K
5191,UniProtKB reviewed (Swiss-Prot),O00628,PEX7|||PTS2R
7299,UniProtKB reviewed (Swiss-Prot),P14679,TYR
5187,UniProtKB reviewed (Swiss-Prot),O15534,PER1|||KIAA0482|||PER|||RIGUI
4331,UniProtKB reviewed (Swiss-Prot),P51948,MNAT1|||CAP35|||MAT1|||RNF66
445328,UniProtKB reviewed (Swiss-Prot),A5YM69,ARHGEF35|||ARHGEF5L
9867,UniProtKB reviewed (Swiss-Prot),O43164,PJA2|||KIAA0438|||RNF131
8844,UniProtKB reviewed (Swiss-Prot),Q8IVT5,KSR1|||KSR
113612,UniProtKB reviewed (Swiss-Prot),Q7Z449,CYP2U1
2114,UniProtKB reviewed (Swiss-Prot),P15036,ETS2
147694,UniProtKB reviewed (Swiss-Prot),Q8NEK5,ZNF548
10531,UniProtKB reviewed (Swiss-Prot),Q5JRX3,PITRM1|||KIAA1104|||MP1|||PREP
5740,UniProtKB reviewed (Swiss-Prot),Q16647,PTGIS|||CYP8|||CYP8A1
79943,UniProtKB reviewed (Swiss-Prot),Q9H7X3,ZNF696
1361,UniProtKB reviewed (Swiss-Prot),Q96IY4,CPB2
79646,UniProtKB reviewed (Swiss-Prot),Q9H999,PANK3
80301,UniProtKB reviewed (Swiss-Prot),Q8TD55,PLEKHO2|||PLEKHQ1
79065,UniProtKB reviewed (Swiss-Prot),Q7Z3C6,ATG9A|||APG9L1
1894,UniProtKB reviewed (Swiss-Prot),Q9H8V3,ECT2
131870,UniProtKB reviewed (Swiss-Prot),Q96DE0,NUDT16
646480,UniProtKB reviewed (Swiss-Prot),Q0Z7S8,FABP9
6155,UniProtKB reviewed (Swiss-Prot),P61353,RPL27
7161,UniProtKB reviewed (Swiss-Prot),O15350,TP73|||P73
8493,UniProtKB reviewed (Swiss-Prot),O15297,PPM1D|||WIP1
6608,UniProtKB reviewed (Swiss-Prot),Q99835,SMO|||SMOH
163081,UniProtKB reviewed (Swiss-Prot),Q8N184,ZNF567
54927,UniProtKB reviewed (Swiss-Prot),Q9NX63,CHCHD3|||MIC19|||MINOS3
685,UniProtKB reviewed (Swiss-Prot),P35070,BTC
